LOTTO GAME	COMBINATIONS	DRAW DATE	JACKPOT (PHP)	WINNERS	slot1	slot2	slot3	slot4	slot5	slot6
Superlotto 6/49	37-18-07-34-03-39	October 27, 2022	15,840,000.00	0	3	7	18	34	37	39
Superlotto 6/49	41-38-47-08-14-02	October 30, 2022	15,840,000.00	0	2	8	14	38	41	47
Superlotto 6/49	24-04-43-25-21-44	November 1, 2022	15,840,000.00	0	4	21	24	25	43	44
Superlotto 6/49	46-14-29-40-23-32	November 3, 2022	17,282,639.20	0	14	23	29	32	40	46
Superlotto 6/49	37-34-14-45-30-31	November 6, 2022	21,323,421.60	0	14	30	31	34	37	45
Superlotto 6/49	49-07-41-10-15-25	November 8, 2022	24,838,726.80	0	7	10	15	25	41	49
Superlotto 6/49	12-41-30-39-19-33	November 10, 2022	29,599,369.00	0	12	19	30	33	39	41
Superlotto 6/49	48-13-15-19-14-37	November 13, 2022	34,024,733.60	0	13	14	15	19	37	48
Superlotto 6/49	09-13-15-07-40-43	November 15, 2022	37,927,156.80	0	7	9	13	15	40	43
Superlotto 6/49	04-29-03-33-37-36	November 17, 2022	43,192,872.60	0	3	4	29	33	36	37
Superlotto 6/49	08-29-06-38-43-26	November 20, 2022	48,225,620.60	0	6	8	26	29	38	43
Superlotto 6/49	03-28-23-39-48-34	November 22, 2022	52,448,618.40	0	3	23	28	34	39	48
Superlotto 6/49	11-17-36-13-37-44	November 24, 2022	57,727,960.40	0	11	13	17	36	37	44
Superlotto 6/49	05-42-40-03-25-35	November 27, 2022	63,013,007.40	1	3	5	25	35	40	42
Superlotto 6/49	04-39-29-05-49-43	November 29, 2022	15,840,000.00	0	4	5	29	39	43	49
Superlotto 6/49	14-20-16-04-42-29	December 1, 2022	15,840,000.00	0	4	14	16	20	29	42
Superlotto 6/49	24-33-12-17-49-40	December 4, 2022	15,840,000.00	0	12	17	24	33	40	49
Superlotto 6/49	47-37-25-01-03-23	December 6, 2022	15,840,000.00	0	1	3	23	25	37	47
Superlotto 6/49	18-29-03-31-08-20	December 8, 2022	19,340,483.60	0	3	8	18	20	29	31
Superlotto 6/49	03-24-07-41-11-16	December 11, 2022	23,971,499.60	1	3	7	11	16	24	41
Superlotto 6/49	34-13-22-26-27-38	December 13, 2022	15,840,000.00	0	13	22	26	27	34	38
Superlotto 6/49	01-30-18-27-02-06	December 15, 2022	15,840,000.00	0	1	2	6	18	27	30
Superlotto 6/49	38-29-31-48-13-49	December 18, 2022	15,840,000.00	0	13	29	31	38	48	49
Superlotto 6/49	33-37-04-19-02-16	December 20, 2022	16,025,912.20	0	2	4	16	19	33	37
Superlotto 6/49	11-24-22-31-34-45	December 22, 2022	20,692,551.40	0	11	22	24	31	34	45
Superlotto 6/49	29-26-48-24-10-22	December 27, 2022	25,359,791.80	0	10	22	24	26	29	48
Superlotto 6/49	30-34-44-04-42-15	December 29, 2022	30,855,286.60	0	4	15	30	34	42	44
Superlotto 6/49	28-49-10-05-39-12	January 3, 2023	35,852,289.20	0	5	10	12	28	39	49
Superlotto 6/49	19-32-49-36-07-34	January 5, 2023	41,750,008.20	0	7	19	32	34	36	49
Superlotto 6/49	37-17-07-19-47-41	January 8, 2023	47,560,916.60	0	7	17	19	37	41	47
Superlotto 6/49	21-40-23-08-47-04	January 10, 2023	52,921,136.40	0	4	8	21	23	40	47
Superlotto 6/49	01-32-19-36-22-46	January 12, 2023	59,283,487.40	0	1	19	22	32	36	46
Superlotto 6/49	04-42-08-10-29-22	January 15, 2023	65,797,672.80	0	4	8	10	22	29	42
Superlotto 6/49	19-24-03-18-33-49	January 17, 2023	71,834,626.40	0	3	18	19	24	33	49
Superlotto 6/49	17-19-31-13-47-34	January 19, 2023	79,151,086.60	1	13	17	19	31	34	47
Superlotto 6/49	14-24-38-37-16-02	January 22, 2023	15,840,000.00	0	2	14	16	24	37	38
Superlotto 6/49	22-13-18-06-47-32	January 24, 2023	15,840,000.00	0	6	13	18	22	32	47
Superlotto 6/49	44-45-41-22-39-38	January 26, 2023	15,840,000.00	0	22	38	39	41	44	45
Superlotto 6/49	34-39-10-43-05-11	January 29, 2023	17,592,150.80	0	5	10	11	34	39	43
Superlotto 6/49	46-19-44-22-31-13	January 31, 2023	20,893,250.00	0	13	19	22	31	44	46
Superlotto 6/49	30-09-38-04-47-44	February 2, 2023	25,893,524.00	0	4	9	30	38	44	47
Superlotto 6/49	12-32-21-35-18-40	February 5, 2023	30,912,659.00	0	12	18	21	32	35	40
Superlotto 6/49	32-44-06-31-28-29	February 7, 2023	35,440,569.00	0	6	28	29	31	32	44
Superlotto 6/49	03-15-40-43-24-30	February 9, 2023	41,149,080.60	0	3	15	24	30	40	43
Superlotto 6/49	24-41-49-32-30-12	February 12, 2023	46,743,465.20	0	12	24	30	32	41	49
Superlotto 6/49	42-23-07-37-39-45	February 14, 2023	51,368,505.40	0	7	23	37	39	42	45
Superlotto 6/49	39-43-16-42-48-15	February 16, 2023	57,365,863.00	0	15	16	39	42	43	48
Superlotto 6/49	47-46-35-25-15-04	February 19, 2023	63,152,025.00	1	4	15	25	35	46	47
Superlotto 6/49	01-19-04-48-02-40	February 21, 2023	15,840,000.00	0	1	2	4	19	40	48
Superlotto 6/49	42-37-09-01-11-08	February 23, 2023	15,840,000.00	0	1	8	9	11	37	42
Superlotto 6/49	17-32-34-01-13-41	February 26, 2023	15,840,000.00	0	1	13	17	32	34	41
Superlotto 6/49	22-49-17-29-02-28	February 28, 2023	15,840,000.00	0	2	17	22	28	29	49
Superlotto 6/49	20-30-35-28-18-21	March 2, 2023	18,765,983.80	1	18	20	21	28	30	35
Superlotto 6/49	30-46-31-45-10-08	March 5, 2023	15,840,000.00	0	8	10	30	31	45	46
Superlotto 6/49	13-42-23-44-06-11	March 7, 2023	15,840,000.00	0	6	11	13	23	42	44
Superlotto 6/49	30-37-32-07-26-38	March 9, 2023	15,840,000.00	0	7	26	30	32	37	38
Superlotto 6/49	07-34-29-47-12-04	March 12, 2023	16,190,948.00	0	4	7	12	29	34	47
Superlotto 6/49	37-04-20-39-23-15	March 14, 2023	19,924,336.20	0	4	15	20	23	37	39
Superlotto 6/49	09-27-47-07-32-46	March 16, 2023	25,089,706.60	0	7	9	27	32	46	47
Superlotto 6/49	45-01-13-43-16-20	March 19, 2023	29,775,177.00	0	1	13	16	20	43	45
Superlotto 6/49	12-29-35-34-13-08	March 21, 2023	33,643,692.60	2	8	12	13	29	34	35
Superlotto 6/49	17-15-07-09-13-03	March 23, 2023	15,840,000.00	0	3	7	9	13	15	17
Superlotto 6/49	30-16-42-05-31-21	March 26, 2023	15,840,000.00	0	5	16	21	30	31	42
Superlotto 6/49	46-11-19-31-21-17	March 28, 2023	15,840,000.00	0	11	17	19	21	31	46
Superlotto 6/49	30-47-25-43-33-32	March 30, 2023	15,840,000.00	0	25	30	32	33	43	47
Superlotto 6/49	15-32-21-45-11-22	April 2, 2023	18,582,735.60	0	11	15	21	22	32	45
Superlotto 6/49	02-47-21-10-26-38	April 4, 2023	21,585,069.00	0	2	10	21	26	38	47
Superlotto 6/49	39-36-30-40-01-47	April 11, 2023	24,732,271.20	0	1	30	36	39	40	47
Superlotto 6/49	48-19-10-17-47-49	April 13, 2023	27,978,266.40	1	10	17	19	47	48	49
Superlotto 6/49	36-11-43-44-38-21	April 16, 2023	15,840,000.00	0	11	21	36	38	43	44
Superlotto 6/49	48-04-21-44-35-34	April 18, 2023	15,840,000.00	0	4	21	34	35	44	48
Superlotto 6/49	49-23-06-30-07-09	April 20, 2023	15,840,000.00	0	6	7	9	23	30	49
Superlotto 6/49	35-46-07-10-41-40	April 23, 2023	15,840,000.00	0	7	10	35	40	41	46
Superlotto 6/49	49-20-22-38-19-30	April 25, 2023	17,241,536.80	0	19	20	22	30	38	49
Superlotto 6/49	48-10-12-28-34-05	April 27, 2023	21,215,267.00	1	5	10	12	28	34	48
Superlotto 6/49	08-30-07-47-04-40	April 30, 2023	15,840,000.00	0	4	7	8	30	40	47
Superlotto 6/49	05-14-39-22-13-42	May 2, 2023	15,840,000.00	0	5	13	14	22	39	42
Superlotto 6/49	33-14-47-13-38-35	May 4, 2023	15,840,000.00	0	13	14	33	35	38	47
Superlotto 6/49	20-01-26-19-13-48	May 7, 2023	15,840,000.00	0	1	13	19	20	26	48
Superlotto 6/49	38-12-49-05-37-20	May 9, 2023	16,548,365.80	0	5	12	20	37	38	49
Superlotto 6/49	48-45-13-47-46-11	May 11, 2023	20,128,157.60	0	11	13	45	46	47	48
Superlotto 6/49	20-43-28-19-29-49	May 14, 2023	24,110,621.80	0	19	20	28	29	43	49
Superlotto 6/49	18-46-20-48-27-05	May 16, 2023	27,697,304.40	0	5	18	20	27	46	48
Superlotto 6/49	19-23-33-46-07-29	May 18, 2023	32,531,505.40	0	7	19	23	29	33	46
Superlotto 6/49	04-22-28-25-33-49	May 21, 2023	36,850,837.20	0	4	22	25	28	33	49
Superlotto 6/49	02-43-46-37-07-40	May 23, 2023	40,547,125.60	0	2	7	37	40	43	46
Superlotto 6/49	23-16-39-02-47-46	May 25, 2023	45,166,467.60	0	2	16	23	39	46	47
Superlotto 6/49	03-15-48-07-43-29	May 28, 2023	49,873,926.20	0	3	7	15	29	43	48
Superlotto 6/49	25-22-46-28-36-31	May 30, 2023	53,829,932.80	0	22	25	28	31	36	46
Superlotto 6/49	14-22-27-40-45-41	June 1, 2023	58,995,238.20	1	14	22	27	40	41	45
Superlotto 6/49	31-13-24-33-09-26	June 4, 2023	15,840,000.00	0	9	13	24	26	31	33
Superlotto 6/49	44-35-43-11-18-14	June 6, 2023	15,840,000.00	0	11	14	18	35	43	44
Superlotto 6/49	17-15-37-45-13-31	June 8, 2023	15,840,000.00	1	13	15	17	31	37	45
Superlotto 6/49	18-29-21-48-10-08	June 11, 2023	15,840,000.00	2	8	10	18	21	29	48
Superlotto 6/49	15-09-37-31-45-03	June 13, 2023	15,840,000.00	0	3	9	15	31	37	45
Superlotto 6/49	19-03-45-22-42-32	June 15, 2023	15,840,000.00	1	3	19	22	32	42	45
Superlotto 6/49	40-06-45-32-04-49	June 18, 2023	15,840,000.00	0	4	6	32	40	45	49
Superlotto 6/49	29-07-20-35-42-39	June 20, 2023	15,840,000.00	0	7	20	29	35	39	42
Superlotto 6/49	25-41-46-47-13-05	June 22, 2023	15,840,000.00	0	5	13	25	41	46	47
Superlotto 6/49	04-48-49-31-43-28	June 25, 2023	15,840,000.00	0	4	28	31	43	48	49
Superlotto 6/49	21-45-06-43-40-32	June 27, 2023	19,272,978.80	0	6	21	32	40	43	45
Superlotto 6/49	33-44-45-12-17-41	June 29, 2023	23,465,310.60	0	12	17	33	41	44	45
Superlotto 6/49	43-23-44-34-24-07	July 2, 2023	28,386,771.40	0	7	23	24	34	43	44
Superlotto 6/49	23-33-29-12-44-13	July 4, 2023	32,648,838.80	0	12	13	23	29	33	44
Superlotto 6/49	41-20-38-46-03-47	July 6, 2023	38,193,042.40	0	3	20	38	41	46	47
Superlotto 6/49	07-03-26-02-47-34	July 9, 2023	43,504,723.00	0	2	3	7	26	34	47
Superlotto 6/49	42-46-09-04-24-16	July 11, 2023	48,236,471.00	0	4	9	16	24	42	46
Superlotto 6/49	08-45-30-15-27-44	July 13, 2023	53,596,216.20	0	8	15	27	30	44	45
Superlotto 6/49	43-09-45-25-05-19	July 16, 2023	59,895,409.60	0	5	9	19	25	43	45
Superlotto 6/49	37-01-20-32-15-36	July 18, 2023	65,606,535.20	0	1	15	20	32	36	37
Superlotto 6/49	43-02-04-46-30-07	July 20, 2023	72,322,903.60	0	2	4	7	30	43	46
Superlotto 6/49	37-42-38-05-19-15	July 23, 2023	79,722,789.60	0	5	15	19	37	38	42
Superlotto 6/49	35-44-26-01-05-30	July 25, 2023	86,355,862.20	0	1	5	26	30	35	44
Superlotto 6/49	42-12-25-05-19-18	July 27, 2023	93,693,905.40	1	5	12	18	19	25	42
Superlotto 6/49	18-02-22-41-23-14	July 30, 2023	15,840,000.00	0	2	14	18	22	23	41
Superlotto 6/49	43-33-25-09-11-44	August 1, 2023	15,840,000.00	0	9	11	25	33	43	44
Superlotto 6/49	09-34-49-39-05-45	August 3, 2023	15,840,000.00	0	5	9	34	39	45	49
Superlotto 6/49	17-41-36-38-28-23	August 6, 2023	15,840,000.00	0	17	23	28	36	38	41
Superlotto 6/49	45-01-28-33-19-12	August 8, 2023	19,066,787.80	0	1	12	19	28	33	45
Superlotto 6/49	04-46-45-33-29-47	August 10, 2023	23,593,560.40	0	4	29	33	45	46	47
Superlotto 6/49	35-20-03-32-45-31	August 13, 2023	28,066,279.40	0	3	20	31	32	35	45
Superlotto 6/49	12-05-01-30-09-14	August 15, 2023	31,725,228.00	2	1	5	9	12	14	30
Superlotto 6/49	07-29-13-04-10-03	August 17, 2023	15,840,000.00	0	3	4	7	10	13	29
Superlotto 6/49	07-35-04-30-12-14	August 20, 2023	15,840,000.00	0	4	7	12	14	30	35
Superlotto 6/49	37-24-20-40-38-10	August 22, 2023	15,840,000.00	0	10	20	24	37	38	40
Superlotto 6/49	33-40-03-44-48-42	August 24, 2023	15,840,000.00	0	3	33	40	42	44	48
Superlotto 6/49	11-48-20-33-22-08	August 27, 2023	18,928,519.00	0	8	11	20	22	33	48
Superlotto 6/49	02-09-37-43-13-38	August 29, 2023	21,968,667.80	0	2	9	13	37	38	43
Superlotto 6/49	30-47-10-31-49-26	August 31, 2023	26,027,300.40	0	10	26	30	31	47	49
Superlotto 6/49	32-29-10-45-17-30	September 3, 2023	30,390,963.00	0	10	17	29	30	32	45
Superlotto 6/49	03-12-24-17-44-43	September 5, 2023	33,786,391.20	0	3	12	17	24	43	44
Superlotto 6/49	06-15-20-38-43-07	September 7, 2023	38,205,605.00	0	6	7	15	20	38	43
Superlotto 6/49	42-01-22-44-15-03	September 10, 2023	43,302,652.40	0	1	3	15	22	42	44
Superlotto 6/49	36-23-31-09-12-29	September 12, 2023	47,666,758.80	0	9	12	23	29	31	36
Superlotto 6/49	30-33-46-26-42-38	September 14, 2023	53,305,892.60	0	26	30	33	38	42	46
Superlotto 6/49	26-03-46-34-15-20	September 17, 2023	58,557,629.80	0	3	15	20	26	34	46
Superlotto 6/49	02-33-38-17-28-41	September 19, 2023	63,053,989.60	0	2	17	28	33	38	41
Superlotto 6/49	25-24-17-23-03-31	September 21, 2023	68,675,891.00	0	3	17	23	24	25	31
Superlotto 6/49	04-38-21-24-23-20	September 24, 2023	75,560,208.80	0	4	20	21	23	24	38
Superlotto 6/49	33-42-21-38-19-24	September 26, 2023	81,759,903.40	0	19	21	24	33	38	42
Superlotto 6/49	34-19-14-25-18-10	September 28, 2023	88,391,773.60	0	10	14	18	19	25	34
Superlotto 6/49	06-02-46-38-45-39	October 1, 2023	93,985,505.20	0	2	6	38	39	45	46
Superlotto 6/49	47-42-29-28-09-32	October 3, 2023	100,976,080.80	0	9	28	29	32	42	47
Superlotto 6/49	37-20-41-05-46-35	October 5, 2023	109,025,555.20	0	5	20	35	37	41	46
Superlotto 6/49	47-43-35-20-29-13	October 8, 2023	118,184,111.20	0	13	20	29	35	43	47
Superlotto 6/49	03-14-26-13-17-39	October 10, 2023	126,631,688.80	0	3	13	14	17	26	39
Superlotto 6/49	25-39-02-33-26-22	October 12, 2023	136,165,815.60	0	2	22	25	26	33	39
Superlotto 6/49	47-35-02-13-38-17	October 15, 2023	147,354,716.40	1	2	13	17	35	38	47
Superlotto 6/49	02-20-33-32-13-48	October 17, 2023	15,840,000.00	0	2	13	20	32	33	48
Superlotto 6/49	26-31-41-14-05-10	October 19, 2023	15,840,000.00	1	5	10	14	26	31	41
Superlotto 6/49	13-08-38-44-31-11	October 22, 2023	15,840,000.00	0	8	11	13	31	38	44
Superlotto 6/49	26-32-16-28-07-02	October 24, 2023	15,840,000.00	0	2	7	16	26	28	32
Superlotto 6/49	34-27-13-38-26-14	October 26, 2023	15,840,000.00	0	13	14	26	27	34	38
Superlotto 6/49	30-31-13-42-02-33	October 29, 2023	15,840,000.00	0	2	13	30	31	33	42
Superlotto 6/49	43-45-32-16-26-19	October 31, 2023	89,000,000.00	0	16	19	26	32	43	45
Superlotto 6/49	37-30-33-35-05-02	November 2, 2023	93,667,013.60	0	2	5	30	33	35	37
Superlotto 6/49	38-16-27-04-41-24	November 5, 2023	100,185,508.20	0	4	16	24	27	38	41
Superlotto 6/49	10-39-22-20-41-42	November 7, 2023	106,780,738.60	0	10	20	22	39	41	42
Superlotto 6/49	11-41-19-47-31-30	November 9, 2023	114,881,050.60	0	11	19	30	31	41	47
Superlotto 6/49	23-20-07-35-27-37	November 12, 2023	123,194,019.00	0	7	20	23	27	35	37
Superlotto 6/49	16-39-32-07-01-27	November 14, 2023	131,207,351.80	0	1	7	16	27	32	39
Superlotto 6/49	12-49-16-45-25-03	November 16, 2023	140,932,693.80	0	3	12	16	25	45	49
Superlotto 6/49	16-24-19-35-47-15	November 19, 2023	150,866,428.60	0	15	16	19	24	35	47
Superlotto 6/49	13-16-18-15-37-29	November 21, 2023	160,127,614.60	0	13	15	16	18	29	37
Superlotto 6/49	39-11-13-36-32-08	November 23, 2023	170,454,894.20	0	8	11	13	32	36	39
Superlotto 6/49	30-35-17-26-06-24	November 26, 2023	181,257,101.00	0	6	17	24	26	30	35
Superlotto 6/49	15-27-24-31-19-30	November 28, 2023	191,176,861.40	0	15	19	24	27	30	31
Superlotto 6/49	26-22-34-44-03-29	November 30, 2023	202,945,255.40	0	3	22	26	29	34	44
Superlotto 6/49	12-27-35-09-31-42	December 3, 2023	215,789,836.60	0	9	12	27	31	35	42
Superlotto 6/49	41-29-33-31-16-26	December 5, 2023	228,024,516.20	0	16	26	29	31	33	41
Superlotto 6/49	24-03-14-19-39-33	December 7, 2023	241,825,499.00	0	3	14	19	24	33	39
Superlotto 6/49	21-18-24-22-35-16	December 10, 2023	255,897,961.80	0	16	18	21	22	24	35
Superlotto 6/49	21-49-28-29-47-30	December 12, 2023	268,902,813.00	0	21	28	29	30	47	49
Superlotto 6/49	15-07-31-23-03-45	December 14, 2023	282,983,992.20	0	3	7	15	23	31	45
Superlotto 6/49	02-07-29-06-45-15	December 17, 2023	297,442,106.20	0	2	6	7	15	29	45
Superlotto 6/49	30-16-33-12-29-25	December 19, 2023	310,696,635.40	1	12	16	25	29	30	33
Superlotto 6/49	16-22-14-23-08-02	December 21, 2023	15,840,000.00	0	2	8	14	16	22	23
Superlotto 6/49	08-12-23-29-24-44	December 24, 2023	15,840,000.00	0	8	12	23	24	29	44
Superlotto 6/49	30-06-48-14-49-37	December 26, 2023	15,840,000.00	0	6	14	30	37	48	49
Superlotto 6/49	06-19-07-40-43-25	December 28, 2023	20,173,216.20	0	6	7	19	25	40	43
Superlotto 6/49	15-06-41-22-49-44	December 31, 2023	500,000,000.00	0	6	15	22	41	44	49
Superlotto 6/49	07-33-42-16-32-05	January 2, 2024	510,366,910.40	0	5	7	16	32	33	42
Superlotto 6/49	34-04-17-28-11-30	January 4, 2024	525,095,061.20	0	4	11	17	28	30	34
Superlotto 6/49	03-47-13-12-07-01	January 7, 2024	541,028,640.40	0	1	3	7	12	13	47
Superlotto 6/49	24-39-41-29-22-20	January 9, 2024	556,513,732.00	0	20	22	24	29	39	41
Superlotto 6/49	37-45-47-12-22-08	January 11, 2024	574,732,737.20	0	8	12	22	37	45	47
Superlotto 6/49	29-35-24-20-02-43	January 14, 2024	593,884,533.60	0	2	20	24	29	35	43
Superlotto 6/49	26-33-14-48-06-42	January 16, 2024	640,654,817.60	1	6	14	26	33	42	48
Superlotto 6/49	32-42-01-04-10-02	January 18, 2024	15,840,000.00	0	1	2	4	10	32	42
Superlotto 6/49	42-31-22-34-25-03	January 21, 2024	15,840,000.00	0	3	22	25	31	34	42
Superlotto 6/49	47-44-38-37-11-13	January 23, 2024	15,840,000.00	0	11	13	37	38	44	47
Superlotto 6/49	45-31-46-26-07-19	January 25, 2024	19,143,819.40	0	7	19	26	31	45	46
Superlotto 6/49	20-39-07-40-13-41	January 28, 2024	23,771,433.00	0	7	13	20	39	40	41
Superlotto 6/49	09-26-10-47-35-25	January 30, 2024	27,176,287.80	0	9	10	25	26	35	47
Superlotto 6/49	29-44-23-17-19-35	February 1, 2024	32,651,740.20	0	17	19	23	29	35	44
Superlotto 6/49	10-37-07-46-43-41	February 4, 2024	37,765,148.00	0	7	10	37	41	43	46
Superlotto 6/49	11-43-37-38-28-45	February 6, 2024	42,161,885.80	0	11	28	37	38	43	45
Superlotto 6/49	45-12-07-29-30-38	February 8, 2024	47,965,318.80	0	7	12	29	30	38	45
Superlotto 6/49	40-08-49-46-42-30	February 11, 2024	53,300,042.40	0	8	30	40	42	46	49
Superlotto 6/49	22-20-23-43-15-05	February 13, 2024	58,017,957.00	0	5	15	20	22	23	43
Superlotto 6/49	19-10-08-24-20-13	February 15, 2024	64,105,266.60	1	8	10	13	19	20	24
Superlotto 6/49	19-28-09-49-48-25	February 18, 2024	15,840,000.00	0	9	19	25	28	48	49
Superlotto 6/49	23-02-05-40-26-33	February 20, 2024	15,840,000.00	0	2	5	23	26	33	40
Superlotto 6/49	36-11-06-46-16-17	February 22, 2024	15,840,000.00	0	6	11	16	17	36	46
Superlotto 6/49	20-49-43-46-44-08	February 25, 2024	16,625,593.40	0	8	20	43	44	46	49
Superlotto 6/49	19-03-48-31-10-43	February 27, 2024	20,070,091.60	0	3	10	19	31	43	48
Superlotto 6/49	17-04-18-20-32-15	February 29, 2024	24,744,968.20	0	4	15	17	18	20	32
Superlotto 6/49	02-40-03-36-49-14	March 3, 2024	29,481,142.60	0	2	3	14	36	40	49
Superlotto 6/49	13-20-06-37-40-39	March 5, 2024	33,447,917.00	0	6	13	20	37	39	40
Superlotto 6/49	29-44-08-24-49-18	March 7, 2024	38,459,381.60	0	8	18	24	29	44	49
Superlotto 6/49	05-42-26-21-45-31	March 10, 2024	43,446,295.80	0	5	21	26	31	42	45
Superlotto 6/49	34-30-20-05-23-13	March 12, 2024	47,736,163.00	0	5	13	20	23	30	34
Superlotto 6/49	34-19-46-01-39-08	March 14, 2024	52,773,768.00	0	1	8	19	34	39	46
Superlotto 6/49	02-37-27-03-36-39	March 17, 2024	58,052,691.60	0	2	3	27	36	37	39
Superlotto 6/49	42-44-09-07-16-49	March 19, 2024	62,599,859.00	0	7	9	16	42	44	49
Superlotto 6/49	05-27-15-28-18-38	March 21, 2024	68,010,599.00	0	5	15	18	27	28	38
Superlotto 6/49	07-47-14-49-26-23	March 24, 2024	73,417,902.40	0	7	14	23	26	47	49
Superlotto 6/49	18-36-13-28-19-04	March 26, 2024	78,471,419.60	0	4	13	18	19	28	36
Superlotto 6/49	08-25-45-19-06-49	April 2, 2024	83,878,060.20	0	6	8	19	25	45	49
Superlotto 6/49	28-16-18-29-14-09	April 4, 2024	89,556,807.60	2	9	14	16	18	28	29
Superlotto 6/49	48-08-30-33-31-29	April 7, 2024	15,840,000.00	0	8	29	30	31	33	48
Superlotto 6/49	16-27-29-47-33-04	April 9, 2024	15,840,000.00	0	4	16	27	29	33	47
Superlotto 6/49	41-15-19-46-16-17	April 11, 2024	15,840,000.00	0	15	16	17	19	41	46
Superlotto 6/49	03-16-10-01-21-26	April 14, 2024	15,840,000.00	0	1	3	10	16	21	26
Superlotto 6/49	14-17-18-22-29-19	April 16, 2024	17,125,898.00	0	14	17	18	19	22	29
Superlotto 6/49	29-06-33-32-15-23	April 18, 2024	21,140,814.20	0	6	15	23	29	32	33
Superlotto 6/49	08-30-49-32-48-37	April 21, 2024	24,990,259.60	0	8	30	32	37	48	49
Superlotto 6/49	42-02-44-24-14-16	April 23, 2024	28,023,869.00	0	2	14	16	24	42	44
Superlotto 6/49	47-11-36-29-21-38	April 25, 2024	31,924,593.20	0	11	21	29	36	38	47
Superlotto 6/49	47-37-09-31-17-44	April 28, 2024	35,865,501.40	0	9	17	31	37	44	47
Superlotto 6/49	42-19-03-43-23-17	April 30, 2024	39,159,107.60	0	3	17	19	23	42	43
Superlotto 6/49	17-01-13-44-21-48	May 2, 2024	43,453,888.00	0	1	13	17	21	44	48
Superlotto 6/49	42-34-41-15-47-40	May 5, 2024	48,152,217.20	0	15	34	40	41	42	47
Superlotto 6/49	40-18-07-06-24-27	May 7, 2024	51,964,353.60	1	6	7	18	24	27	40
Superlotto 6/49	10-13-06-09-39-04	May 9, 2024	15,840,000.00	0	4	6	9	10	13	39
Superlotto 6/49	10-18-46-41-29-36	May 12, 2024	15,840,000.00	0	10	18	29	36	41	46
Superlotto 6/49	28-38-25-16-04-47	May 14, 2024	15,840,000.00	0	4	16	25	28	38	47
Superlotto 6/49	05-15-04-49-30-27	May 16, 2024	15,840,000.00	0	4	5	15	27	30	49
Superlotto 6/49	16-18-17-44-37-45	May 19, 2024	15,865,493.40	0	16	17	18	37	44	45
Superlotto 6/49	19-37-31-49-41-47	May 21, 2024	18,833,170.40	0	19	31	37	41	47	49
Superlotto 6/49	10-12-33-24-22-07	May 23, 2024	22,753,832.40	0	7	10	12	22	24	33
Superlotto 6/49	34-49-01-39-43-46	May 26, 2024	26,171,680.40	0	1	34	39	43	46	49
Superlotto 6/49	45-14-15-30-23-35	May 28, 2024	29,358,869.60	0	14	15	23	30	35	45
Superlotto 6/49	29-34-47-27-46-15	May 30, 2024	33,401,155.00	0	15	27	29	34	46	47
Superlotto 6/49	15-40-08-17-41-29	June 2, 2024	37,626,971.60	0	8	15	17	29	40	41
Superlotto 6/49	34-09-29-04-28-21	June 4, 2024	41,092,426.20	0	4	9	21	28	29	34
Superlotto 6/49	18-03-13-35-30-27	June 6, 2024	45,174,207.40	0	3	13	18	27	30	35
Superlotto 6/49	17-13-46-41-10-19	June 9, 2024	49,702,779.20	0	10	13	17	19	41	46
Superlotto 6/49	35-46-40-13-03-14	June 11, 2024	53,312,161.20	0	3	13	14	35	40	46
Superlotto 6/49	03-33-11-13-26-17	June 13, 2024	57,653,860.00	0	3	11	13	17	26	33
Superlotto 6/49	04-28-41-43-27-11	June 16, 2024	62,288,805.80	0	4	11	27	28	41	43
Superlotto 6/49	32-44-13-34-20-47	June 18, 2024	65,980,371.60	0	13	20	32	34	44	47
Superlotto 6/49	12-36-01-18-03-42	June 20, 2024	70,642,363.00	0	1	3	12	18	36	42
Superlotto 6/49	48-24-01-28-39-07	June 23, 2024	76,266,020.60	0	1	7	24	28	39	48
Superlotto 6/49	01-32-47-45-38-22	June 25, 2024	81,815,389.60	0	1	22	32	38	45	47
Superlotto 6/49	14-44-21-37-08-39	June 27, 2024	88,072,034.80	0	8	14	21	37	39	44
Superlotto 6/49	49-29-26-41-07-08	June 30, 2024	94,952,236.60	0	7	8	26	29	41	49
Superlotto 6/49	10-49-14-04-39-06	July 2, 2024	101,347,894.00	0	4	6	10	14	39	49
Superlotto 6/49	07-18-34-31-14-40	July 4, 2024	108,686,706.80	0	7	14	18	31	34	40
Superlotto 6/49	16-11-07-36-34-40	July 7, 2024	116,785,144.40	0	7	11	16	34	36	40
Superlotto 6/49	34-46-18-02-05-22	July 9, 2024	124,051,449.60	0	2	5	18	22	34	46
Superlotto 6/49	28-03-19-41-02-13	July 11, 2024	131,924,972.40	0	2	3	13	19	28	41
Superlotto 6/49	27-07-46-43-05-49	July 14, 2024	140,610,942.00	0	5	7	27	43	46	49
Superlotto 6/49	34-46-43-28-29-35	July 16, 2024	148,846,017.20	0	28	29	34	35	43	46
Superlotto 6/49	41-33-31-24-37-49	July 18, 2024	157,395,155.60	1	24	31	33	37	41	49
Superlotto 6/49	07-30-33-23-12-10	July 21, 2024	15,840,000.00	0	7	10	12	23	30	33
Superlotto 6/49	08-43-19-21-48-39	July 23, 2024	15,840,000.00	0	8	19	21	39	43	48
